上海市	67897
上海市	783997
上海市	636863
上海市	1024557
上海市	628774
上海市	696384
上海市	191499
上海市	768758
上海市	846404
上海市	458784
云南	67897
云南	783997
云南	636863
云南	1024557
云南	770668
云南	628774
云南	458784
云南	846404
云南	768758
云南	94609
内蒙古	67897
内蒙古	783997
内蒙古	636863
内蒙古	1024557
内蒙古	770668
内蒙古	628774
内蒙古	458784
内蒙古	846404
内蒙古	217788
内蒙古	191499
北京市	67897
北京市	783997
北京市	636863
北京市	1024557
北京市	770668
北京市	628774
北京市	458784
北京市	696384
北京市	191499
北京市	768758
台湾	67897
台湾	783997
台湾	636863
台湾	1024557
台湾	770668
台湾	628774
台湾	458784
台湾	696384
台湾	846404
台湾	217788
吉林	67897
吉林	783997
吉林	636863
吉林	1024557
吉林	770668
吉林	458784
吉林	628774
吉林	94609
吉林	846404
吉林	191499
四川	67897
四川	783997
四川	636863
四川	628774
四川	1024557
四川	770668
四川	768758
四川	458784
四川	191499
四川	94609
天津市	67897
天津市	783997
天津市	636863
天津市	1024557
天津市	628774
天津市	770668
天津市	458784
天津市	217788
天津市	353560
天津市	846404
宁夏	67897
宁夏	783997
宁夏	636863
宁夏	1024557
宁夏	628774
宁夏	770668
宁夏	458784
宁夏	94609
宁夏	846404
宁夏	217788
安徽	67897
安徽	783997
安徽	636863
安徽	770668
安徽	1024557
安徽	628774
安徽	458784
安徽	846404
安徽	94609
安徽	217788
山东	67897
山东	783997
山东	636863
山东	1024557
山东	628774
山东	458784
山东	770668
山东	846404
山东	94609
山东	696384
山西	67897
山西	783997
山西	636863
山西	1024557
山西	628774
山西	458784
山西	770668
山西	696384
山西	191499
山西	768758
广东	67897
广东	783997
广东	636863
广东	1024557
广东	628774
广东	458784
广东	770668
广东	424003
广东	696384
广东	217788
广西	67897
广西	783997
广西	636863
广西	1024557
广西	628774
广西	770668
广西	846404
广西	458784
广西	94609
广西	217788
新疆	67897
新疆	783997
新疆	636863
新疆	1024557
新疆	628774
新疆	770668
新疆	94609
新疆	846404
新疆	458784
新疆	768758
江苏	67897
江苏	783997
江苏	636863
江苏	770668
江苏	1024557
江苏	628774
江苏	191499
江苏	458784
江苏	217788
江苏	846404
江西	67897
江西	783997
江西	636863
江西	1024557
江西	628774
江西	770668
江西	458784
江西	217788
江西	191499
江西	846404
河北	67897
河北	783997
河北	636863
河北	628774
河北	1024557
河北	770668
河北	846404
河北	696384
河北	458784
河北	217788
河南	67897
河南	783997
河南	636863
河南	1024557
河南	770668
河南	458784
河南	191499
河南	217788
河南	628774
河南	424003
浙江	67897
浙江	783997
浙江	636863
浙江	1024557
浙江	770668
浙江	628774
浙江	696384
浙江	458784
浙江	191499
浙江	94609
海南	67897
海南	783997
海南	636863
海南	628774
海南	770668
海南	1024557
海南	846404
海南	458784
海南	191499
海南	217788
湖北	67897
湖北	783997
湖北	636863
湖北	1024557
湖北	628774
湖北	770668
湖北	458784
湖北	94609
湖北	846404
湖北	217788
湖南	67897
湖南	783997
湖南	636863
湖南	1024557
湖南	628774
湖南	770668
湖南	458784
湖南	846404
湖南	696384
湖南	768758
澳门	67897
澳门	783997
澳门	636863
澳门	1024557
澳门	458784
澳门	770668
澳门	217788
澳门	768758
澳门	628774
澳门	696384
甘肃	67897
甘肃	783997
甘肃	636863
甘肃	1024557
甘肃	628774
甘肃	770668
甘肃	458784
甘肃	191499
甘肃	846404
甘肃	94609
福建	67897
福建	783997
福建	636863
福建	1024557
福建	628774
福建	458784
福建	770668
福建	846404
福建	768758
福建	696384
西藏	67897
西藏	783997
西藏	636863
西藏	1024557
西藏	628774
西藏	770668
西藏	458784
西藏	217788
西藏	846404
西藏	1059899
贵州	67897
贵州	783997
贵州	636863
贵州	1024557
贵州	770668
贵州	628774
贵州	458784
贵州	696384
贵州	94609
贵州	424003
辽宁	67897
辽宁	783997
辽宁	636863
辽宁	1024557
辽宁	770668
辽宁	628774
辽宁	458784
辽宁	217788
辽宁	696384
辽宁	846404
重庆市	67897
重庆市	783997
重庆市	636863
重庆市	1024557
重庆市	770668
重庆市	628774
重庆市	217788
重庆市	846404
重庆市	94609
重庆市	458784
陕西	67897
陕西	783997
陕西	636863
陕西	1024557
陕西	770668
陕西	458784
陕西	628774
陕西	846404
陕西	768758
陕西	696384
青海	67897
青海	783997
青海	636863
青海	1024557
青海	628774
青海	770668
青海	458784
青海	217788
青海	846404
青海	353560
香港	67897
香港	783997
香港	636863
香港	1024557
香港	770668
香港	628774
香港	458784
香港	94609
香港	217788
香港	846404
黑龙江	67897
黑龙江	783997
黑龙江	636863
黑龙江	1024557
黑龙江	628774
黑龙江	770668
黑龙江	768758
黑龙江	846404
黑龙江	217788
黑龙江	458784
